,Num data,lr_1,lr_2,lr_3,lr_4,lr_5,lr_6,lr_7,lr_8,lr_9,lr_10
0,10.0,0.14403141492729932,0.5253752199030659,0.5253752199030659,0.6186561950242335,0.5253752199030659,0.14403141492729932,0.14403141492729932,0.14403141492729932,0.23731239004846705,0.23731239004846705
1,100.0,0.182165795424876,0.06776265393214617,0.10589703442972265,0.182165795424876,0.046640487560583865,0.06776265393214617,0.046640487560583865,0.12290924855573712,0.08477486805816055,0.1610436290533138
2,1000.0,0.05045392561034153,0.01818795928529649,0.01613298316252252,0.06013577783263084,0.08096143000840288,0.03901361146106853,0.004692669013249516,0.06013577783263084,0.0771479919586452,0.044882025633600164
3,10000.0,0.015137208845490272,0.04755143226843045,0.04755143226843045,0.02276408494500561,0.01742527167534483,0.011323770795732605,0.01017973938080543,0.031916336264424056,0.0410685875838425,0.07844028047146752
